LOCATION,DAY,ORDER_NUMBER,FLAVOR,SCOOPS
Athabasca,16,55,strawberry,1
Chestermere,13,70,banana,2
Delburne,14,31,strawberry,1
Olds,17,52,vanilla,2
Athabasca,14,151,chocolate,3
Eckville,10,33,vanilla,2
Ryley,26,112,strawberry,3
Delburne,6,43,vanilla,1
Eckville,20,9,chocolate,1
Lomond,19,17,strawberry,1
Ryley,15,2,banana,3
Cardston,8,12,vanilla,2
Delburne,9,75,vanilla,2
Mundare,2,160,strawberry,2
Magrath,18,99,vanilla,2
Ryley,17,28,strawberry,2
Delburne,21,46,chocolate,3
Lacombe,15,53,strawberry,2
Myrnam,23,15,vanilla,2
Ryley,3,44,vanilla,2
Mannville,4,6,strawberry,2
Olds,15,14,vanilla,2
Bashaw,13,161,vanilla,2
Chestermere,12,166,chocolate,1
Lomond,21,89,vanilla,2
Bashaw,13,24,chocolate,1
Athabasca,30,46,vanilla,2
Mannville,30,194,banana,1
Girouxville,5,119,chocolate,1
Eckville,4,52,vanilla,2
Lamont,4,92,chocolate,1
Ryley,3,54,vanilla,3
Olds,7,101,vanilla,2
Bashaw,5,160,banana,3
Mundare,26,130,strawberry,1
Lomond,7,47,chocolate,1
Delburne,23,36,chocolate,2
Chestermere,27,33,strawberry,3
Mundare,15,128,strawberry,1
Valleyview,11,155,chocolate,2
Mundare,30,190,strawberry,1
Lomond,15,33,vanilla,3
Mannville,10,49,strawberry,2
Olds,18,76,banana,2
Mundare,10,225,strawberry,1
Mannville,17,2,vanilla,2
Magrath,1,122,chocolate,3
Mundare,14,70,chocolate,2
Magrath,10,21,strawberry,2
Mundare,12,56,strawberry,2
Lamont,27,132,chocolate,3
Mundare,3,190,vanilla,3
Lacombe,12,20,vanilla,2
Girouxville,22,104,chocolate,1
Bashaw,4,101,strawberry,3
Girouxville,11,155,banana,1
Falher,9,26,strawberry,1
Eckville,7,67,chocolate,1
Bruderheim,5,32,strawberry,2
Mannville,13,55,strawberry,3
Athabasca,23,37,vanilla,1
Delburne,13,43,chocolate,1
Eckville,25,8,vanilla,2
Olds,2,72,chocolate,3
Lomond,29,86,vanilla,1
Bashaw,29,111,banana,2
Cardston,13,25,chocolate,2
Magrath,30,24,chocolate,3
Athabasca,26,83,vanilla,2
Ryley,13,111,vanilla,2
Mannville,2,142,vanilla,1
Olds,18,102,chocolate,1
Eckville,8,34,strawberry,1
Ryley,24,34,banana,2
Chestermere,22,59,strawberry,2
Mannville,15,37,chocolate,1
Falher,20,26,chocolate,1
Mannville,22,160,chocolate,3
Lamont,1,19,strawberry,2
Girouxville,29,138,strawberry,2
Lomond,15,48,chocolate,1
Mannville,3,216,vanilla,3
Delburne,30,66,strawberry,2
Bashaw,23,25,vanilla,2
Eckville,5,111,vanilla,2
Myrnam,19,113,vanilla,1
Ryley,11,135,strawberry,2
Eckville,30,157,banana,2
Cardston,11,34,chocolate,1
Valleyview,7,134,banana,2
Eckville,5,139,vanilla,2
Vermilion,29,26,vanilla,2
Valleyview,28,57,strawberry,1
Magrath,22,128,chocolate,1
Myrnam,7,11,chocolate,2
Lomond,16,14,strawberry,2
Girouxville,20,162,banana,1
Girouxville,14,121,chocolate,3
Bashaw,6,121,chocolate,1
Bruderheim,1,53,banana,2
Myrnam,4,96,chocolate,3
Chestermere,16,203,strawberry,3
Olds,22,91,vanilla,2
Girouxville,27,185,strawberry,3
Bashaw,28,157,vanilla,2
Athabasca,21,183,strawberry,3
Olds,9,54,banana,3
Bruderheim,26,27,vanilla,3
Athabasca,15,22,strawberry,2
Olds,9,76,strawberry,2
Ryley,12,94,vanilla,3
Eckville,16,96,banana,1
Bashaw,19,14,chocolate,1
Bashaw,3,40,chocolate,2
Athabasca,14,26,strawberry,2
Valleyview,14,69,banana,1
Girouxville,24,74,vanilla,3
Lomond,11,158,strawberry,2
Lamont,25,16,banana,1
Olds,3,33,chocolate,1
Ryley,13,112,chocolate,1
Mannville,7,153,vanilla,3
Bruderheim,14,33,vanilla,3
Lacombe,11,47,chocolate,3
Mannville,9,60,chocolate,2
Valleyview,5,26,vanilla,3
Chestermere,10,49,vanilla,3
Girouxville,25,62,strawberry,2
Magrath,18,69,chocolate,2
Vermilion,23,28,vanilla,1
Girouxville,15,91,strawberry,2
Vermilion,10,84,vanilla,3
Bruderheim,9,149,strawberry,2
Cardston,1,42,vanilla,3
Chestermere,3,101,strawberry,1
Lomond,14,103,vanilla,1
Chestermere,20,49,vanilla,3
Girouxville,3,211,vanilla,3
Lomond,13,1,chocolate,1
Athabasca,30,164,vanilla,2
Magrath,26,2,banana,2
Bashaw,5,78,vanilla,2
Vermilion,10,104,chocolate,1
Chestermere,20,122,strawberry,2
Magrath,14,1,chocolate,2
Cardston,8,59,strawberry,1
Girouxville,25,119,strawberry,1
Mundare,24,61,strawberry,2
Olds,7,66,vanilla,1
Vermilion,30,12,vanilla,3
Vermilion,1,65,chocolate,2
Lomond,24,13,banana,2
Girouxville,24,55,chocolate,2
Chestermere,3,45,strawberry,2
Mundare,12,60,vanilla,1
Mundare,18,35,strawberry,3
Mundare,1,160,vanilla,2
Bashaw,28,192,banana,2
Lomond,2,40,banana,2
Valleyview,14,194,chocolate,3
Valleyview,28,67,chocolate,2
Girouxville,10,43,strawberry,3
Eckville,29,87,vanilla,2
Lacombe,28,28,vanilla,3
Girouxville,22,103,strawberry,1
Falher,10,83,chocolate,2
Lacombe,14,123,chocolate,2
Myrnam,2,17,strawberry,2
Lomond,13,41,chocolate,1
Athabasca,28,55,banana,3
Bashaw,8,135,vanilla,1
Falher,2,25,chocolate,2
Athabasca,1,141,strawberry,2
Delburne,30,12,banana,1
Delburne,1,65,vanilla,3
Myrnam,23,129,chocolate,2
Girouxville,24,190,strawberry,2
Cardston,2,46,chocolate,1
Eckville,11,77,vanilla,3
Lomond,2,70,banana,2
Bashaw,28,105,banana,2
Bashaw,28,184,vanilla,2
Mannville,6,95,strawberry,2
Delburne,12,76,vanilla,1
Myrnam,5,98,chocolate,2
Girouxville,13,124,banana,1
Magrath,19,47,chocolate,3
Mannville,18,177,strawberry,2
Girouxville,9,55,vanilla,1
Mannville,16,43,banana,3
Magrath,21,47,vanilla,2
Bashaw,3,108,strawberry,2
Athabasca,18,1,strawberry,2
Lomond,5,75,vanilla,2
Athabasca,6,138,chocolate,3
Lomond,11,133,vanilla,1
Magrath,18,109,strawberry,1
Vermilion,19,14,chocolate,2
Bashaw,29,11,banana,2
Delburne,15,8,strawberry,1
Lacombe,3,113,chocolate,2
Bashaw,14,167,chocolate,3
Bashaw,15,129,vanilla,3
Chestermere,9,184,strawberry,3
Valleyview,7,3,chocolate,2
Athabasca,7,124,chocolate,2
Mundare,28,34,vanilla,1
Girouxville,24,110,banana,2
Chestermere,16,202,vanilla,2
Eckville,17,73,vanilla,2
Cardston,7,33,vanilla,1
Valleyview,2,17,vanilla,2
Lomond,25,18,chocolate,2
Mundare,20,47,banana,2
Girouxville,20,60,vanilla,2
Cardston,5,12,strawberry,2
Bruderheim,16,36,vanilla,2
Mannville,5,33,strawberry,2
Bruderheim,8,37,strawberry,2
Mundare,28,145,vanilla,1
Mundare,18,169,banana,1
Olds,23,2,vanilla,2
Athabasca,18,89,vanilla,2
Mundare,15,19,banana,3
Falher,25,12,chocolate,3
Ryley,4,10,chocolate,2
Bruderheim,21,103,vanilla,2
Athabasca,5,76,chocolate,2
Cardston,19,41,strawberry,2
Girouxville,22,147,chocolate,1
Lomond,19,47,chocolate,1
Athabasca,25,30,strawberry,3
Delburne,18,137,chocolate,2
Valleyview,27,181,vanilla,1
Delburne,11,34,strawberry,1
Cardston,2,69,chocolate,1
Lacombe,22,107,vanilla,3
Cardston,22,71,strawberry,1
Mannville,6,200,strawberry,2
Valleyview,27,158,vanilla,2
Bashaw,23,105,banana,1
Olds,30,22,chocolate,3
Mannville,16,58,chocolate,1
Cardston,1,47,vanilla,3
Athabasca,18,71,chocolate,1
Lamont,21,62,vanilla,1
Valleyview,30,117,vanilla,1
Cardston,26,79,vanilla,2
Vermilion,6,33,chocolate,2
Athabasca,28,64,chocolate,2
Chestermere,5,91,banana,1
Olds,28,51,strawberry,2
Myrnam,21,70,banana,3
Mannville,25,5,strawberry,2
Girouxville,27,97,vanilla,1
Valleyview,4,80,chocolate,1
Girouxville,1,93,strawberry,1
Mundare,21,21,banana,3
Athabasca,20,46,vanilla,1
Cardston,17,179,chocolate,2
Eckville,19,115,chocolate,2
Girouxville,2,95,vanilla,1
Delburne,23,170,strawberry,3
Magrath,15,87,chocolate,2
Ryley,24,81,vanilla,3
Valleyview,18,175,chocolate,2
Myrnam,8,57,chocolate,3
Valleyview,23,122,strawberry,1
Chestermere,11,70,vanilla,3
Myrnam,9,122,strawberry,3
Falher,3,26,strawberry,3
Cardston,15,141,banana,2
Lomond,1,151,banana,2
Athabasca,13,79,strawberry,2
Athabasca,2,39,vanilla,1
Bashaw,28,121,banana,3
Delburne,13,53,strawberry,1
Magrath,19,62,vanilla,2
Eckville,25,158,strawberry,2
Mundare,26,91,strawberry,2
Myrnam,27,142,chocolate,2
Falher,13,33,chocolate,2
Mannville,22,89,vanilla,1
Myrnam,23,33,vanilla,2
Lacombe,25,31,chocolate,2
Lomond,30,1,strawberry,3
Lomond,28,36,vanilla,2
Ryley,27,91,chocolate,3
Lacombe,10,69,vanilla,2
Athabasca,16,70,vanilla,2
Cardston,13,33,vanilla,3
Olds,28,57,vanilla,2
Ryley,22,65,chocolate,2
Falher,29,29,chocolate,1
Athabasca,4,26,chocolate,3
Vermilion,18,151,chocolate,3
Cardston,17,109,chocolate,1
Magrath,18,147,vanilla,3
Olds,9,37,strawberry,2
Ryley,3,63,chocolate,3
Chestermere,9,27,vanilla,2
Mannville,19,149,strawberry,2
Falher,3,97,vanilla,1
Lacombe,3,146,banana,3
Bashaw,24,32,chocolate,1
Girouxville,8,187,chocolate,1
Chestermere,16,108,banana,2
Valleyview,7,61,chocolate,2
Myrnam,7,132,banana,1
Girouxville,7,185,chocolate,3
Mundare,26,66,vanilla,1
Myrnam,16,44,chocolate,2
Lomond,13,35,vanilla,2
Bruderheim,24,53,banana,3
Bruderheim,21,57,banana,2
Delburne,30,40,vanilla,1
Olds,29,103,chocolate,2
Girouxville,23,137,strawberry,2
Eckville,16,97,banana,3
Vermilion,22,9,vanilla,2
Cardston,15,128,chocolate,1
Lamont,16,57,strawberry,2
Valleyview,5,176,vanilla,2
Olds,8,42,chocolate,3
Valleyview,7,97,chocolate,3
Bruderheim,28,47,vanilla,2
Athabasca,1,109,chocolate,3
Cardston,15,36,strawberry,1
Vermilion,17,122,chocolate,3
Mannville,15,131,banana,2
Valleyview,29,90,vanilla,1
Chestermere,13,41,strawberry,3
Eckville,17,155,strawberry,1
Eckville,11,35,strawberry,1
Lamont,13,134,chocolate,2
Eckville,6,18,strawberry,3
Bashaw,28,147,vanilla,2
Eckville,1,5,strawberry,1
Athabasca,11,50,vanilla,2
Mannville,21,62,banana,3
Lamont,26,35,vanilla,2
Magrath,23,98,strawberry,1
Bashaw,13,50,chocolate,3
Myrnam,4,99,banana,2
Bruderheim,21,37,vanilla,2
Falher,16,27,strawberry,1
Lomond,20,171,vanilla,1
Lamont,3,52,strawberry,1
Chestermere,22,106,banana,2
Cardston,29,5,chocolate,3
Myrnam,6,35,chocolate,2
Mannville,8,221,banana,2
Bashaw,30,83,chocolate,2
Lomond,16,128,vanilla,2
Olds,27,74,banana,2
Athabasca,2,33,strawberry,2
Mundare,28,5,vanilla,2
Athabasca,12,131,banana,1
Bashaw,30,132,strawberry,2
Falher,22,86,strawberry,2
Lamont,2,135,chocolate,2
Mundare,4,131,strawberry,1
Lamont,5,49,strawberry,2
Girouxville,4,41,strawberry,3
Lacombe,15,30,banana,1
Vermilion,17,76,chocolate,2
Mannville,29,205,strawberry,2
Mundare,6,133,chocolate,1
Girouxville,9,214,vanilla,2
Mundare,21,176,vanilla,2
Lomond,2,73,vanilla,2
Cardston,4,12,vanilla,2
Valleyview,15,175,strawberry,1
Lacombe,17,112,strawberry,1
Olds,1,70,chocolate,2
Mundare,11,56,strawberry,1
Valleyview,12,74,vanilla,2
Lomond,23,184,vanilla,1
Mannville,8,82,vanilla,1
Athabasca,28,14,vanilla,1
Girouxville,4,113,banana,3
Bashaw,14,195,banana,3
Chestermere,20,95,vanilla,2
Myrnam,17,122,vanilla,2
Lacombe,25,90,chocolate,1
Ryley,25,63,chocolate,2
Falher,6,78,chocolate,2
Lacombe,30,25,chocolate,2
Mundare,22,180,chocolate,1
Ryley,3,88,chocolate,2
Lomond,25,24,vanilla,2
Mannville,20,75,vanilla,1
Lomond,28,62,vanilla,1
Falher,11,27,vanilla,2
Chestermere,16,35,vanilla,2
Bashaw,14,87,vanilla,1
Lomond,1,12,chocolate,1
Valleyview,9,176,vanilla,2
Vermilion,15,86,banana,2
Magrath,30,36,banana,1
Chestermere,17,96,banana,1
Falher,30,48,vanilla,2
Olds,9,82,chocolate,3
Valleyview,11,51,chocolate,2
Magrath,4,33,banana,1
Mundare,28,59,banana,2
Mannville,2,12,chocolate,3
Olds,5,83,strawberry,2
Girouxville,25,106,chocolate,1
Lomond,5,18,strawberry,1
Myrnam,5,59,chocolate,1
Chestermere,2,100,vanilla,2
Lacombe,9,114,chocolate,2
Eckville,27,10,strawberry,1
Olds,20,60,vanilla,1
Vermilion,27,55,strawberry,2
Mannville,24,183,strawberry,2
Ryley,15,87,vanilla,3
Myrnam,23,126,strawberry,3
Athabasca,11,48,chocolate,2
Olds,7,153,chocolate,3
Cardston,12,104,vanilla,1
Eckville,22,32,strawberry,2
Girouxville,27,167,strawberry,1
Bashaw,19,122,vanilla,1
Myrnam,25,77,vanilla,2
Girouxville,18,17,vanilla,1
Vermilion,9,3,strawberry,2
Bashaw,8,130,banana,2
Olds,17,16,vanilla,1
Lomond,8,113,chocolate,1
Eckville,29,63,banana,1
Athabasca,2,121,vanilla,2
Magrath,25,59,chocolate,2
Vermilion,4,156,vanilla,3
Mundare,18,77,chocolate,2
Athabasca,1,34,banana,2
Athabasca,2,139,vanilla,1
Chestermere,19,82,strawberry,2
Myrnam,26,53,vanilla,1
Athabasca,15,124,vanilla,2
Olds,29,83,vanilla,2
Falher,2,10,chocolate,1
Valleyview,25,131,strawberry,2
Girouxville,6,118,strawberry,1
Magrath,13,116,banana,1
Delburne,15,117,strawberry,2
Valleyview,9,157,chocolate,2
Falher,30,34,banana,3
Magrath,10,21,chocolate,2
Mannville,27,200,strawberry,1
Cardston,16,100,chocolate,2
Chestermere,6,8,vanilla,3
Valleyview,11,23,vanilla,1
Cardston,16,128,strawberry,2
Delburne,27,45,banana,2
Chestermere,5,136,strawberry,1
Mannville,3,45,banana,2
Lomond,3,134,chocolate,2
Lacombe,11,4,strawberry,3
Cardston,30,22,vanilla,2
Mundare,5,137,chocolate,2
Bruderheim,14,57,vanilla,2
Olds,18,164,vanilla,1
Girouxville,21,56,vanilla,1
Lomond,19,133,banana,3
Lamont,19,49,banana,2
Bashaw,21,163,strawberry,2
Mannville,18,134,banana,1
Falher,1,133,vanilla,1
Cardston,30,8,vanilla,1
Eckville,2,98,chocolate,3
Eckville,29,95,vanilla,1
Myrnam,2,87,strawberry,2
Olds,24,109,vanilla,3
Lomond,5,27,vanilla,2
Lomond,18,28,banana,2
Lamont,5,71,chocolate,2
Lomond,5,25,chocolate,1
Bruderheim,1,24,strawberry,1
Valleyview,27,108,chocolate,1
Lacombe,26,48,banana,2
Bashaw,2,36,vanilla,1
Chestermere,26,70,strawberry,2
Bruderheim,23,59,vanilla,3
Mundare,19,164,vanilla,3
Bashaw,19,14,vanilla,2
Mannville,16,6,strawberry,2
Bashaw,7,136,banana,2
Mundare,24,211,strawberry,1
Lomond,1,8,strawberry,1
Lacombe,19,50,vanilla,1
Valleyview,21,138,vanilla,3
Magrath,20,11,chocolate,1
Bashaw,23,56,banana,1
Bashaw,10,20,chocolate,2
Athabasca,26,78,vanilla,1
Eckville,4,72,banana,2
Chestermere,30,40,banana,1
Vermilion,15,69,vanilla,1
Magrath,4,59,chocolate,1
Bruderheim,20,8,vanilla,2
Lacombe,2,48,chocolate,2
Lamont,12,73,chocolate,1
Valleyview,16,52,chocolate,1
Falher,7,39,vanilla,2
Bashaw,13,9,banana,2
Lomond,25,27,chocolate,1
Bruderheim,21,71,vanilla,1
Myrnam,26,139,strawberry,2
Eckville,26,93,vanilla,1
Eckville,11,90,strawberry,2
Bruderheim,11,130,vanilla,1
Lamont,27,77,vanilla,1
Magrath,30,52,banana,2
Athabasca,24,3,vanilla,3
Bruderheim,23,23,strawberry,2
Olds,6,125,strawberry,1
Mannville,12,160,chocolate,3
Delburne,5,11,vanilla,2
Bashaw,21,135,vanilla,3
Falher,10,127,vanilla,1
Delburne,17,5,vanilla,2
Lomond,4,163,chocolate,1
Girouxville,20,213,banana,3
Valleyview,27,182,chocolate,3
Mundare,30,179,vanilla,2
Lamont,13,48,banana,3
Lamont,4,123,strawberry,2
Mundare,19,35,banana,2
Mannville,5,60,banana,2
Lomond,16,99,strawberry,2
Athabasca,23,75,vanilla,2
Falher,9,10,vanilla,1
Mannville,29,13,vanilla,1
Bruderheim,16,36,vanilla,2
Cardston,25,125,chocolate,2
Lamont,12,84,chocolate,2
Lomond,22,92,strawberry,2
Ryley,3,95,vanilla,1
Falher,20,90,chocolate,2
Bashaw,1,192,banana,2
Chestermere,17,17,strawberry,2
Chestermere,2,93,strawberry,2
Lamont,8,1,vanilla,3
Eckville,28,131,chocolate,1
Bruderheim,9,107,chocolate,2
Vermilion,3,13,chocolate,1
Athabasca,10,62,banana,1
Cardston,10,74,chocolate,2
Chestermere,5,108,chocolate,1
Girouxville,12,73,chocolate,2
Bruderheim,7,88,strawberry,2
Mundare,28,37,chocolate,2
Falher,5,62,banana,2
Magrath,15,56,strawberry,3
Eckville,12,18,vanilla,2
Myrnam,1,94,vanilla,1
Mannville,22,196,strawberry,2
Mundare,15,87,banana,1
Lamont,5,54,chocolate,3
Vermilion,20,16,chocolate,2
Mundare,7,98,vanilla,1
Myrnam,6,140,strawberry,2
Mundare,16,96,chocolate,2
Eckville,26,60,vanilla,3
Valleyview,30,2,banana,2
Girouxville,23,121,chocolate,2
Lamont,13,3,chocolate,1
Chestermere,24,8,vanilla,2
Mundare,30,30,chocolate,2
Girouxville,24,75,chocolate,2
Athabasca,3,191,vanilla,3
Athabasca,25,32,vanilla,2
Delburne,1,159,chocolate,1
Girouxville,28,115,banana,2
Lomond,23,104,chocolate,2
Chestermere,1,74,strawberry,1
Bruderheim,3,29,chocolate,1
Chestermere,16,10,strawberry,2
Bruderheim,30,45,strawberry,3
Lacombe,6,44,banana,2
Lacombe,17,31,banana,2
Cardston,16,77,vanilla,2
Eckville,27,40,strawberry,2
Vermilion,29,73,banana,1
Girouxville,24,7,banana,2
Magrath,17,103,strawberry,2
Bruderheim,30,35,strawberry,2
Bashaw,8,28,vanilla,2
Athabasca,17,29,banana,3
Athabasca,6,164,strawberry,3
Girouxville,20,61,strawberry,2
Olds,6,60,banana,1
Valleyview,9,38,strawberry,1
Chestermere,16,194,chocolate,1
Magrath,18,38,vanilla,3
Mundare,15,33,chocolate,2
Girouxville,13,134,strawberry,1
Cardston,20,130,chocolate,2
Cardston,22,160,vanilla,1
Olds,9,149,chocolate,1
Lamont,19,55,strawberry,2
Lamont,27,86,strawberry,2
Magrath,13,27,strawberry,2
Lomond,22,47,strawberry,3
Delburne,5,33,chocolate,2
Valleyview,29,144,vanilla,3
Cardston,16,132,chocolate,2
Delburne,2,40,chocolate,1
Myrnam,5,108,strawberry,1
Athabasca,22,157,strawberry,2
Bashaw,23,130,vanilla,1
Delburne,16,3,chocolate,1
Falher,30,94,chocolate,2
Mundare,5,146,banana,1
Mundare,28,80,chocolate,2
Girouxville,13,19,vanilla,2
Bashaw,26,6,strawberry,3
Bruderheim,2,75,vanilla,2
Lomond,3,65,chocolate,1
Girouxville,9,111,strawberry,2
Ryley,12,58,strawberry,2
Falher,20,89,vanilla,2
Athabasca,24,48,banana,3
Lacombe,2,79,strawberry,2
Athabasca,4,87,banana,2
Mundare,25,104,strawberry,1
Ryley,22,23,strawberry,2
Lacombe,17,41,chocolate,3
Myrnam,11,27,chocolate,2
Girouxville,18,9,strawberry,3
Myrnam,3,37,chocolate,2
Valleyview,7,15,chocolate,3
Girouxville,26,116,chocolate,1
Mundare,8,142,banana,1
Girouxville,6,134,strawberry,2
Lomond,5,80,chocolate,1
Bruderheim,24,23,chocolate,3
Chestermere,27,37,banana,2
Girouxville,3,204,chocolate,1
Valleyview,1,146,strawberry,2
Lamont,17,32,chocolate,1
Mundare,11,164,chocolate,2
Mannville,5,102,chocolate,2
Myrnam,7,44,chocolate,1
Chestermere,9,72,vanilla,2
Girouxville,8,251,strawberry,1
Athabasca,15,160,chocolate,2
Girouxville,23,157,chocolate,2
Myrnam,16,75,strawberry,2
Bashaw,1,154,banana,1
Delburne,21,101,vanilla,2
Mannville,5,171,vanilla,1
Valleyview,21,148,strawberry,2
Mundare,29,72,banana,2
Valleyview,16,48,chocolate,2
Bashaw,8,37,vanilla,3
Lomond,1,103,chocolate,2
Cardston,13,55,strawberry,2
Mannville,22,95,chocolate,2
Athabasca,8,158,chocolate,2
Delburne,21,21,chocolate,2
Mannville,18,120,strawberry,3
Bashaw,26,118,chocolate,3
Mannville,3,206,vanilla,2
Bashaw,16,29,strawberry,3
Bruderheim,26,107,chocolate,2
Delburne,7,86,strawberry,1
Cardston,22,97,strawberry,1
Chestermere,13,65,vanilla,2
Girouxville,8,102,vanilla,2
Bashaw,30,182,strawberry,2
Athabasca,3,184,banana,3
Athabasca,24,93,vanilla,1
Vermilion,12,41,vanilla,3
Mundare,1,127,vanilla,3
Mannville,5,248,chocolate,2
Bruderheim,16,66,vanilla,1
Delburne,21,112,vanilla,3
Cardston,11,10,strawberry,2
Myrnam,19,78,strawberry,2
Vermilion,28,18,banana,2
Lomond,6,98,strawberry,2
Bruderheim,27,102,strawberry,2
Myrnam,28,45,chocolate,3
Lamont,8,65,chocolate,2
Mundare,20,162,strawberry,3
Bashaw,14,95,banana,2
Mannville,16,31,strawberry,2
Eckville,20,128,strawberry,1
Lacombe,20,18,strawberry,3
Bashaw,10,126,vanilla,3
Mannville,3,38,banana,2
Chestermere,29,35,banana,3
Bashaw,3,109,vanilla,3
Mundare,10,31,vanilla,1
Eckville,25,196,vanilla,1
Mundare,30,146,vanilla,2
Lacombe,16,158,strawberry,2
Ryley,9,28,strawberry,2
Magrath,21,39,chocolate,2
Cardston,27,88,banana,1
Mannville,11,89,chocolate,2
Cardston,30,73,banana,2
Cardston,16,133,chocolate,1
Olds,13,22,vanilla,2
Magrath,16,134,vanilla,2
Ryley,14,75,vanilla,2
Bashaw,27,171,strawberry,3
Cardston,29,40,strawberry,2
Valleyview,18,91,chocolate,3
Lacombe,8,82,banana,3
Olds,3,141,strawberry,1
Olds,8,44,vanilla,2
Athabasca,30,64,vanilla,2
Valleyview,7,72,strawberry,2
Lomond,17,168,vanilla,2
Magrath,10,43,chocolate,3
Mannville,5,69,strawberry,1
Mundare,22,206,chocolate,1
Chestermere,8,43,chocolate,2
Bashaw,3,46,chocolate,2
Vermilion,10,82,strawberry,1
Athabasca,10,85,strawberry,2
Delburne,4,74,strawberry,2
Mannville,13,145,vanilla,1
Eckville,18,54,vanilla,2
Girouxville,19,108,strawberry,2
Lacombe,4,34,vanilla,2
Mundare,5,80,banana,2
Vermilion,2,41,strawberry,1
Lacombe,15,49,vanilla,1
Bashaw,25,35,chocolate,2
Lomond,15,13,strawberry,1
Bruderheim,1,16,vanilla,2
Chestermere,6,50,vanilla,1
Bruderheim,18,39,chocolate,2
Eckville,16,50,chocolate,2
Mannville,4,29,banana,1
Girouxville,29,130,chocolate,2
Lomond,16,114,vanilla,2
Lamont,16,57,vanilla,1
Bruderheim,8,164,vanilla,1
Myrnam,4,31,strawberry,2
Chestermere,2,17,chocolate,3
Lamont,15,28,vanilla,3
Mannville,10,83,vanilla,3
Mannville,11,35,vanilla,2
Eckville,1,24,vanilla,2
Magrath,23,85,vanilla,2
Bashaw,24,202,vanilla,2
Mannville,26,191,vanilla,1
Bashaw,6,150,chocolate,3
Cardston,28,5,banana,1
Lomond,14,97,strawberry,2
Valleyview,13,122,vanilla,2
Mannville,13,126,strawberry,1
Bruderheim,8,20,strawberry,3
Girouxville,8,84,chocolate,2
Girouxville,27,48,chocolate,1
Cardston,30,37,strawberry,2
Chestermere,27,43,chocolate,1
Cardston,7,57,chocolate,1
Lomond,2,123,chocolate,3
Lacombe,1,58,vanilla,2
Falher,19,135,strawberry,2
Delburne,24,6,chocolate,1
Olds,9,39,banana,2
Mundare,14,107,vanilla,1
Girouxville,19,41,strawberry,1
Cardston,19,99,chocolate,1
Mundare,24,63,strawberry,2
Olds,27,124,chocolate,3
Chestermere,6,55,strawberry,1
Bashaw,5,151,vanilla,2
Mannville,14,65,banana,3
Magrath,24,74,strawberry,2
Lamont,6,44,strawberry,2
Eckville,5,69,chocolate,2
Chestermere,8,4,strawberry,2
Athabasca,13,7,vanilla,2
Mannville,26,144,vanilla,3
Lacombe,12,63,chocolate,2
Girouxville,16,214,banana,2
Delburne,25,47,strawberry,1
Lamont,9,12,vanilla,2
Eckville,16,116,vanilla,2
Girouxville,29,115,vanilla,1
Ryley,14,129,chocolate,1
Cardston,12,92,banana,1
Olds,28,44,vanilla,2
Athabasca,18,33,strawberry,1
Lomond,27,91,chocolate,2
Lacombe,5,39,chocolate,1
Valleyview,29,179,strawberry,3
Athabasca,30,63,vanilla,1
Girouxville,27,19,strawberry,2
Lacombe,12,3,vanilla,2
Mundare,25,173,vanilla,2
Mundare,3,141,strawberry,1
Girouxville,25,193,strawberry,1
Eckville,7,55,vanilla,2
Ryley,2,35,vanilla,2
Cardston,12,89,chocolate,2
Athabasca,1,153,strawberry,2
Magrath,20,88,vanilla,2
Mundare,12,186,vanilla,2
Vermilion,24,147,chocolate,1
Myrnam,23,41,vanilla,1
Valleyview,20,170,strawberry,2
Lomond,15,81,strawberry,2
Athabasca,26,117,chocolate,2
Cardston,15,69,banana,2
Lomond,23,65,strawberry,3
Falher,8,30,banana,2
Valleyview,23,2,chocolate,2
Olds,3,35,strawberry,1
Ryley,23,95,strawberry,1
Girouxville,25,13,strawberry,3
Mannville,25,13,vanilla,2
Bashaw,24,166,chocolate,2
Bruderheim,25,1,vanilla,1
Athabasca,20,8,chocolate,2
Ryley,2,65,banana,2
Lamont,18,52,strawberry,1
Lamont,21,127,strawberry,3
Delburne,19,8,strawberry,2
Eckville,6,21,chocolate,2
Delburne,8,67,strawberry,2
Chestermere,23,80,vanilla,1
Cardston,11,140,strawberry,1
Girouxville,3,61,strawberry,1
Girouxville,4,40,strawberry,1
Delburne,29,47,chocolate,1
Olds,5,130,strawberry,3
Ryley,2,33,strawberry,2
Ryley,27,77,vanilla,1
Athabasca,23,19,chocolate,2
Magrath,29,82,vanilla,2
Girouxville,12,200,chocolate,2
Lamont,25,73,vanilla,1
Lamont,5,67,chocolate,1
Girouxville,23,49,vanilla,2
Athabasca,17,101,vanilla,2
Athabasca,29,47,vanilla,1
Mundare,21,23,banana,3
Lacombe,3,22,chocolate,2
Mundare,16,240,chocolate,3
Vermilion,21,29,vanilla,1
Eckville,20,117,vanilla,3
Cardston,11,26,banana,1
Mundare,5,152,strawberry,2
Chestermere,28,107,chocolate,2
Mannville,20,149,strawberry,2
Bruderheim,10,81,banana,2
Mundare,25,43,strawberry,3
Athabasca,13,55,chocolate,1
Valleyview,15,213,vanilla,1
Olds,7,62,vanilla,1
Falher,8,82,chocolate,2
Mundare,3,81,strawberry,1
Myrnam,1,89,strawberry,1
Chestermere,20,133,banana,3
